id,time,likes,comments,reposts,views,text,ctr,url,year,month,day,tags
320900,1605604268,57,3,3,7159,"Мужчина  ухаживает за животными уже 25 лет. Девять из них он снимает енотьи пиршества на видео.

https://knife.media/raccoon-whisperer/",0.8,https://knife.media/raccoon-whisperer/,2020,2020-11,2020-11-17,"['животные', 'видео', 'люди', 'находка']"
320899,1605604203,33,1,5,7926,"Знаете, как добывали подноготную правду, зачем били мальчиков для битья и зачем носили шиворот-навыворот? Ужасная правда о русском языке.

https://knife.media/origin-of-idioms/",0.42,https://knife.media/origin-of-idioms/,2020,2020-11,2020-11-17,"['языки', 'история', 'насилие', 'россия']"
320894,1605600004,22,0,2,7755,"От проектов, помогающих детям-сиротам, до IT-стартапа, обучающего языку жестов, — рассказываем о шести ярких образовательных инициативах, которые могут стать примером для традиционных школ.

https://knife.media/edu-projects/

#партнерскийматериал",0.28,https://knife.media/edu-projects/,2020,2020-11,2020-11-17,"['партнерский материал', 'образование', 'будущее', 'мир', 'россия']"
320828,1605546303,106,0,13,14448,"Сказки братьев Гримм знают и любят и все, хотя на самом деле толком с ними никто не знаком: до недавнего времени полноценного научного издания всего их собрания на русском языке просто не было — но теперь наконец-то есть.

https://knife.media/bratya-grimm/",0.73,https://knife.media/bratya-grimm/,2020,2020-11,2020-11-16,"['книги', 'литература', 'люди', 'россия']"
320815,1605544203,182,30,22,28388,"Раса, пол и гендер для дзен-буддистов — пустотные категории, которые преодолеваются просветленным сознанием. Что для этого требуется, почему буддисты нередко выступают за права ЛГБТК+ и как это связано с их философией? Рассказывает востоковед Дмитрий Лещенко.

https://knife.media/queer-zen/",0.64,https://knife.media/queer-zen/,2020,2020-11,2020-11-16,"['ЛГБТ', 'религия']"
320795,1605535803,140,2,14,19609,"Споры вокруг теории сознания Пенроуза — Хамероффа, которая предлагает рассматривать процессы, происходящие в мозге, с точки зрения физики, а не биологии, не утихают уже более 20 лет. Рассказываем о сути концепции и о том, за что критикуют ее авторов.

https://knife.media/quantum-brain/",0.71,https://knife.media/quantum-brain/,2020,2020-11,2020-11-16,"['наука', 'биология', 'мозг', 'физика']"
320776,1605528603,178,8,11,20323,"Желтый — цвет экстаза, греха, богатства, атрибут Люцифера, нахальный и назойливый, но иногда божественный. Как его использовали художники разных эпох и почему после Второй мировой желтый цвет утратил популярность? Рассказывает искусствовед Мария Мороз.

https://knife.media/the-story-of-yellow/",0.88,https://knife.media/the-story-of-yellow/,2020,2020-11,2020-11-16,"['искусство', 'история']"
320760,1605526623,71,27,2,14418,"Столица России обошла Милан, Стамбул, Тель-Авив, Лос-Анджелес и другие мегаполисы.

https://knife.media/moscow-25/",0.49,https://knife.media/moscow-25/,2020,2020-11,2020-11-16,"['россия', 'москва']"
320745,1605519963,148,21,2,16026,"В некрополе Саккара нашли саркофаги, которые за 2500 лет никто не разграбил. Археологи в восторге.

https://knife.media/egyptian-necropolis/",0.92,https://knife.media/egyptian-necropolis/,2020,2020-11,2020-11-16,"['история', 'мир', 'смерть']"
320735,1605514203,103,10,5,23714,"Здорово, если наши бабушки и дедушки будут доживать до сотни лет в здравом уме и без тяжелых болезней. Но как это скажется на возможностях молодых людей и их благополучии?

https://knife.media/old-but-gold/",0.43,https://knife.media/old-but-gold/,2020,2020-11,2020-11-16,"['возраст', 'будущее', 'общество', 'поколения', 'философия']"
320691,1605454743,101,11,3,16666,"6-летний Архам создает небольшие игры на Python и мечтает о карьере IT-предпринимателя.

https://knife.media/youngest-programmer/",0.61,https://knife.media/youngest-programmer/,2020,2020-11,2020-11-15,"['дети', 'мир']"
320679,1605448263,47,9,1,16230,"16 умных городов будут находиться в Северной Америке и Европе, а остальные — в Азии и Океании.

https://knife.media/smart-cities-2025/",0.29,https://knife.media/smart-cities-2025/,2020,2020-11,2020-11-15,"['будущее', 'города', 'мир']"
320667,1605442203,142,9,15,37747,"Часики тикают, время бежит, смерть всё ближе. Определиться с местом упокоения лучше заранее. Наш тест поможет принять верное решение.

https://knife.media/quiz/cemetery-quiz/",0.38,https://knife.media/quiz/cemetery-quiz/,2020,2020-11,2020-11-15,"['смерть', 'тесты']"
320647,1605438603,278,74,26,41313,"Русские барышни эпохи модерна были отнюдь не тургеневскими: они не желали закисать в узеньком семейном мирке и отчаянно боролись с традиционными представлениями о женственности. С чего началось отечественное движение добровольно бездетных, рассказывает историк Наталья Мицюк.

https://knife.media/no-child/",0.67,https://knife.media/no-child/,2020,2020-11,2020-11-15,"['литература', 'женщины', 'история', 'отношения', 'феминизм']"
320632,1605427803,658,13,77,69928,"Сегодня благодаря прогрессу возможно почти полное уединение. Но нам жизненно необходимы объятия, поглаживания и прикосновения, не связанные с сексом! Что такое тактильный голод и как правильно прикасаться к другим людям?

https://knife.media/touch-me/",0.94,https://knife.media/touch-me/,2020,2020-11,2020-11-15,"['поведение', 'общество', 'психология']"
320617,1605374343,54,3,6,18682,"Раньше журналистика определенно была лучше. Кстати, если вы читаете это и обладаете материалами о подобной бесценной прессе в вашем регионе, пишите нам на hi@knife.media и становитесь нашим автором.

https://knife.media/best-media-ever/",0.29,https://knife.media/best-media-ever/,2020,2020-11,2020-11-14,['журналистика']
320611,1605367803,37,3,4,24995,"Если вы поняли, кто в бейсбольном матче в защите, а кто в нападении, то вы уже явно начали врубаться в происходящее! А чтобы врубиться окончательно, читайте третью, последнюю часть гайда по правилам игры от писателя, музыканта и фаната самого американского спорта Фила Волокитина.

https://knife.media/club/baseball-iii/",0.15,https://knife.media/club/baseball-iii/,2020,2020-11,2020-11-14,"['спорт', 'сша']"
320607,1605366061,12,8,0,13626,"Встречайте журнал «Нож» в новом благородном дизайне — платинового цвета и без лишней рекламы.

https://knife.media/sharper-knife/

#партнерскийматериал",0.09,https://knife.media/sharper-knife/,2020,2020-11,2020-11-14,"['партнерский материал', 'интернет']"
320591,1605358802,49,0,4,13267,"В коллекции есть и редкие открытки: например, начала XX века, посвященные событиям Первой мировой войны.

https://knife.media/nekrasovka-postcards/",0.37,https://knife.media/nekrasovka-postcards/,2020,2020-11,2020-11-14,"['находка', 'история']"
320588,1605355803,162,7,10,31249,"Климат в Антарктиде довольно суровый, но самцы императорских пингвинов не строят гнезда и высиживают яйца прямо на льду. Чтобы выдержать низкие температуры и защитить потомство, они разработали математически идеальную стратегию поведения.

https://knife.media/penguins-math/",0.52,https://knife.media/penguins-math/,2020,2020-11,2020-11-14,"['животные', 'математика', 'поведение']"
320569,1605341403,283,3,35,44758,"От стрессов никуда не деться, как от самой жизни, ведь это реакция организма на любую новизну. Жюли Реше — о том, как стрессы помогают нам в учебе и других делах.

https://knife.media/stress-study/",0.63,https://knife.media/stress-study/,2020,2020-11,2020-11-14,"['поведение', 'наука', 'психология']"
320490,1605280204,125,5,12,17310,"Жившая 4300 лет назад жрица Энхедуанна, первый известный по имени автор литературных произведений, была писательницей, землемером и астрономом. Рассказываем о том, какую роль играли женщины в шумеро-вавилонской науке.

https://knife.media/mesopotamian-women/",0.72,https://knife.media/mesopotamian-women/,2020,2020-11,2020-11-13,"['женщины', 'история', 'математика', 'наука', 'феминизм']"
320481,1605277802,68,1,1,14828,"Отправьте художнику мем — возможно, его покажут на выставке.

https://knife.media/memennial/",0.46,https://knife.media/memennial/,2020,2020-11,2020-11-13,"['мемы', 'искусство', 'сша']"
320475,1605276603,127,7,8,33157,"Все знают и любят легендарную группу Алексея Глухова, но мало кто в курсе, насколько широки его познания и интересы. Исправляем это недоразумение: только на «Ноже» — культурологическое интервью с автором песни «Наши иконы самые красивые».

https://knife.media/glukhov/",0.38,https://knife.media/glukhov/,2020,2020-11,2020-11-13,"['интервью', 'музыка', 'россия']"
320469,1605274924,111,56,11,16542,"Технически это не каннибализм, считают авторы проекта.

https://knife.media/ouroboros-steak/",0.67,https://knife.media/ouroboros-steak/,2020,2020-11,2020-11-13,"['еда', 'животные', 'наука', 'экология']"
320457,1605270602,61,3,4,13602,"Направляя молнию лазерным лучом, можно разрядить накопленную в грозовой туче энергию там, где она причинит меньше вреда. А значит, избежать человеческих жертв и лесных пожаров, подобных тем, какие обрушились на Австралию в августе 2019 года.

https://knife.media/catch-lightning/",0.45,https://knife.media/catch-lightning/,2020,2020-11,2020-11-13,"['физика', 'исследование', 'наука']"
320449,1605269403,380,1,53,37281,"В Античности Сатану изображали в виде голубого ангела, в Средневековье он вылезал из вульвы, а в эпоху романтизма стал секси-юношей. Об эволюции этого образа рассказывает историк Сергей Зотов.

https://knife.media/satan-art/",1.02,https://knife.media/satan-art/,2020,2020-11,2020-11-13,"['религия', 'искусство']"
320446,1605268443,31,14,3,12476,"Тем, кто решит сохранить зарплату, обещают дополнительно выплатить 4500 долларов. От денег отказались 90% сотрудников.

https://knife.media/voluntary-pay-cut/",0.25,https://knife.media/voluntary-pay-cut/,2020,2020-11,2020-11-13,"['китай', 'деньги', 'работа']"
320437,1605265804,219,2,29,29711,"Шерлок Холмс и Эркюль Пуаро не раскрыли бы ни одного преступления, работай они вместе. Чем различаются способы решения задач двух детективов и какие из их способностей мы можем обнаружить у себя, объясняет магистр ЧГК Максим Поташёв.

https://knife.media/thinking-styles/",0.74,https://knife.media/thinking-styles/,2020,2020-11,2020-11-13,"['литература', 'мозг', 'поведение']"
320424,1605262803,66,20,3,13077,"Об этом и другом духовный лидер буддистов написал в своей новой книге.

https://knife.media/dalai-lama-green/",0.5,https://knife.media/dalai-lama-green/,2020,2020-11,2020-11-13,"['религия', 'книги', 'литература', 'люди', 'экология']"
320418,1605259982,91,9,1,15333,"Роскомнадзор завел телеграм-канал после двух лет борьбы с мессенджером. Не можешь победить — возглавь?

https://knife.media/telegram-roscomnadzor/",0.59,https://knife.media/telegram-roscomnadzor/,2020,2020-11,2020-11-13,"['соцсети', 'интернет', 'россия']"
320410,1605255003,271,5,32,39136,"Одиночество вызывает стресс, простуду и тоску. Вот небольшая инструкция по применению товарищей с пользой для здоровья.

https://knife.media/we-need-others/",0.69,https://knife.media/we-need-others/,2020,2020-11,2020-11-13,"['общение', 'наука', 'поведение']"
320402,1605251403,115,5,10,31071,"Жить в ожидании войны страшно — и люди находят способы компенсировать это напряжение и ужас. Спасали, как и во многих других случаях, юмор, творчество и человечность.

https://knife.media/death-lore/",0.37,https://knife.media/death-lore/,2020,2020-11,2020-11-13,"['литература', 'культура', 'общество', 'СССР']"
320370,1605202323,144,23,10,22244,"Выводы ученых базируются на анализе данных 153 тысяч добровольцев.

https://knife.media/strength-mental-disorders/",0.65,https://knife.media/strength-mental-disorders/,2020,2020-11,2020-11-12,"['здоровье', 'исследование']"
320365,1605198603,263,4,25,25977,"Когда мы увлечены, время летит незаметно, а часы, проведенные в ожидании, кажутся вечностью. Теперь у нас есть научное объяснение этого феномена: в субъективном восприятии времени ключевую роль играет то же вещество, которое подталкивает нас к свершениям, — «гормон радости» дофамин.

https://knife.media/dopamine-and-perception-of-time/",1.01,https://knife.media/dopamine-and-perception-of-time/,2020,2020-11,2020-11-12,"['биология', 'саморазвитие']"
320340,1605190203,77,13,13,28533,"Есть разные способы борьбы с изменением климата: можно пытаться уменьшить выбросы и ждать перемен, а можно научиться влиять на климат самостоятельно. Именно эта идея лежит в основе геоинженерных проектов — почитайте об их перспективах и опасностях.

https://knife.media/geoengineering/",0.27,https://knife.media/geoengineering/,2020,2020-11,2020-11-12,"['экология', 'технологии']"
320334,1605188403,43,4,5,15347,"Экспертов премии Emporis Skyscraper Award поразила форма небоскреба, а также энергоэффективные технологии.

https://knife.media/lakhta-center/",0.28,https://knife.media/lakhta-center/,2020,2020-11,2020-11-12,"['архитектура', 'россия']"
320325,1605184503,97,14,3,13999,"Теперь пользователи будут видеть следующее уведомление: «Материалы сообщества могут быть опасны для Вашего здоровья».

https://knife.media/hiv-aids-vk/",0.69,https://knife.media/hiv-aids-vk/,2020,2020-11,2020-11-12,"['соцсети', 'здоровье', 'россия']"
320322,1605183003,242,3,22,39143,"Секс в храме — не всегда кощунство. Как девственность приносили в жертву в Вавилоне, кого обслуживали гетеры греческих храмов Афродиты и как живут индийские храмовые проститутки сегодня: рассказываем об эротических ритуалах древних религий.

https://knife.media/ritual-sex/",0.62,https://knife.media/ritual-sex/,2020,2020-11,2020-11-12,"['секс', 'история', 'религия']"
320312,1605174545,66,1,5,13707,"Лингвисты расскажут об особенностях языков, на которых говорят или говорили в России. Например, в нивхском языке много идеофонов, описывающих запахи или тактильные ощущения (например, «кэуркэур» — хруст снега под ногами).

https://knife.media/yazrus/",0.48,https://knife.media/yazrus/,2020,2020-11,2020-11-12,"['россия', 'языки']"
320293,1605168603,172,43,11,36755,"Проблемы с беженцами начались в Европе и Америке не вчера: в конце XIX века туда потоком хлынули русские евреи, но рады им не были. Вера Щербина — о том, как и почему так вышло.

https://knife.media/russian-refugees/",0.47,https://knife.media/russian-refugees/,2020,2020-11,2020-11-12,"['история', 'великобритания', 'общество', 'политика', 'сша']"
320245,1605112204,77,1,16,23045,"Что такое культурный каннибализм и почему нам всем пора причислить себя к племени тупинамба? Степан Ботарев рассказывает об истории тропикалии — авангардного коктейля из босановы, Феллини, театра жестокости Антонена Арто и The Beatles, определившего современную культуру Бразилии.

https://knife.media/60s-brazil-art/",0.33,https://knife.media/60s-brazil-art/,2020,2020-11,2020-11-11,"['музыка', 'искусство', 'история', 'культура', 'мир', 'общество']"
320243,1605110823,50,0,5,14399,"Редакторы «Ножа» любят читать и уважают труд коллег. Поэтому вы вводим новую рубрику, в которой будем рекомендовать самые удачные материалы других медиа. Сегодня это меморабилия Юрия Мамлеева в виде азбуки (зияние, животики, Летов, «Россия Вечная») от нашего общего с «Горьким» автора Дмитрия Борисова.

https://knife.media/mamleev-alphabet/",0.35,https://knife.media/mamleev-alphabet/,2020,2020-11,2020-11-11,"['находка', 'литература', 'люди']"
320241,1605109925,75,0,8,13348,"На сайте интересно почитать о предметах и реалиях — таких, как драдедамовый зеленый платок на плечах Сони Мармеладовой или желтый билет, который выдавали проституткам вместо паспорта. А еще вы узнаете, каким неологизмом Достоевский гордился — мы употребляем это слово до сих пор.

https://knife.media/dostoevsky-world/",0.56,https://knife.media/dostoevsky-world/,2020,2020-11,2020-11-11,"['литература', 'бесплатно и полезно', 'находка', 'россия', 'сайт']"
320218,1605098402,167,4,12,23727,"Эра великих открытий закончилась? Отнюдь — ведь морское дно мы до сих пор знаем хуже, чем поверхность Марса. Биолог Евгений Щербаков — о том, как найти одноклеточных размером с ладонь, что такое «безголовый цыпленок-монстр» и почему трупы китов превращаются в «подводные сады».

https://knife.media/abyssal/",0.7,https://knife.media/abyssal/,2020,2020-11,2020-11-11,"['биология', 'животные', 'экология']"
320214,1605094862,43,0,0,16715,"Сейчас численность вида составляет не более 250 особей.

https://knife.media/popa-langur/",0.26,https://knife.media/popa-langur/,2020,2020-11,2020-11-11,['животные']
320203,1605082983,80,6,3,18956,"Оба слова употребляли в 10 раз чаще по сравнению с прошлыми годами.

https://knife.media/words-2020/",0.42,https://knife.media/words-2020/,2020,2020-11,2020-11-11,"['языки', 'россия']"
320201,1605082203,198,1,27,31581,"Воображение — не только свободный полет фантазии, но и набор методов, позволяющих решать почти нерешаемые задачи. Рассказываем, как ими правильно пользоваться.

https://knife.media/imagination/",0.63,https://knife.media/imagination/,2020,2020-11,2020-11-11,"['мозг', 'наука', 'философия']"
320193,1605078186,19,0,0,13565,"Проекты на фестивале контрабасиста, композитора и импровизатора Владимира Волкова охватывают самые разные жанры — от джаза до фольклора.

https://knife.media/volkov-manifest/",0.14,https://knife.media/volkov-manifest/,2020,2020-11,2020-11-11,"['события', 'москва', 'музыка']"
320062,1605027602,56,1,5,13068,"Есть даже манга о Роберте Смите! Включайте альбом Disintegration — и поехали.

https://knife.media/picturesofyou/",0.43,https://knife.media/picturesofyou/,2020,2020-11,2020-11-10,"['находка', 'музыка']"
320047,1605025804,120,57,6,35080,"История трансгендерного Голливуда, транссексуалки Третьего рейха и жизнь транс*-подростков — фильмы об этом и многом другом можно увидеть на XIII ЛГБТ-кинофестивале «Бок о Бок», который пройдет не только в кино, но и на онлайн-платформе.

https://knife.media/club/trans2020/",0.34,https://knife.media/club/trans2020/,2020,2020-11,2020-11-10,"['кино', 'ЛГБТ', 'россия', 'события']"
320040,1605023949,71,16,2,12982,"Желающие могут выспаться в заведении, принять душ, постирать вещи, поесть, получить медпомощь или просто отдохнуть.

https://knife.media/sex-workers-shelter/",0.55,https://knife.media/sex-workers-shelter/,2020,2020-11,2020-11-10,"['секс', 'общество']"
319994,1605018842,70,15,10,17099,"Употребление этого плода может снизить риск смерти от сердечно-сосудистых и онкологических заболеваний.

https://knife.media/chilli-pepper/",0.41,https://knife.media/chilli-pepper/,2020,2020-11,2020-11-10,"['еда', 'здоровье', 'исследование']"
319983,1605017403,108,0,6,24694,"Язык поэзии построен на ритмах и повторениях. Самые простые из них — фонетические, на них основана рифма, но бывают и гораздо более сложные. Лингвист Иван Неткачев — о том, как жесткие формы влияют на грамматику и рождаются ли в стихах новые правила языка.

https://knife.media/poetic-language/",0.44,https://knife.media/poetic-language/,2020,2020-11,2020-11-10,"['литература', 'языки']"
319972,1605013292,76,15,7,15648,"Как люди ищут любовь в XXI веке? Есть ли универсальный алгоритм, который поможет влюбиться? Что происходит с влюбленным человеком с научной точки зрения? И как стать гуру онлайн-знакомств? Читайте в нашем материале.

https://knife.media/love-me/",0.49,https://knife.media/love-me/,2020,2020-11,2020-11-10,"['партнерский материал', 'любовь', 'интернет', 'отношения']"
319955,1605010203,205,95,27,31614,"Свободное время, отделенное от времени труда, появилось в нашей культуре не более двух веков назад, и ничего однозначно хорошего в нем нет: рассказываем, почему выходные понадобились капитализму для того, чтобы как можно надежнее нас закабалить.

https://knife.media/free-time/",0.65,https://knife.media/free-time/,2020,2020-11,2020-11-10,"['история', 'общество', 'работа']"
319953,1605009193,51,6,1,13833,"Ограничения будут действовать с 13 ноября 2020 года по 15 января 2021 года.

https://knife.media/moscow-covid/",0.37,https://knife.media/moscow-covid/,2020,2020-11,2020-11-10,['москва']
319949,1605006603,520,2,32,150767,"Как записать для фильма шелест травы, чтобы у зрителя побежали мурашки по коже, и почему громкие сцены снимаются при полной тишине? Звукорежиссер Евгений Горяйнов рассказывает, из чего создаются звучащие вселенные кинолент.

https://knife.media/sounding-world/",0.34,https://knife.media/sounding-world/,2020,2020-11,2020-11-10,"['литература', 'кино', 'россия']"
319948,1605005586,30,0,1,11473,"Хотя слово и употребляли реже, чем coronavirus, оно стало главным, так как большее влияние на людей оказала не сама болезнь, а ее социальные последствия.

https://knife.media/the-year-of-lockdown/",0.26,https://knife.media/the-year-of-lockdown/,2020,2020-11,2020-11-10,['литература']
319928,1604995803,210,12,20,39816,"Гибкий график, работа из кафе и «черная» зарплата делают нас менее свободными, наши гонорары меньше, а наше будущее — всё туманнее.

https://knife.media/precariat/",0.53,https://knife.media/precariat/,2020,2020-11,2020-11-10,"['работа', 'будущее']"
319850,1604943903,192,9,19,20178,"Технологию протестировали на двух пациентах с парализованными верхними конечностями: они смогли печатать и управлять курсором с помощью мыслей и взгляда.

https://knife.media/veins-computer/",0.95,https://knife.media/veins-computer/,2020,2020-11,2020-11-09,['технологии']
319837,1604941803,136,34,14,16893,"Ученые провели успешный эксперимент с мышами: через 21 день после введения вещества животные стали лучше проходить задачи на обучение и тренировку памяти.

https://knife.media/dmt-barin/",0.81,https://knife.media/dmt-barin/,2020,2020-11,2020-11-09,"['наркотики', 'здоровье']"
319834,1604939403,51,0,5,18611,"Онлайн-курсы становятся всё более популярными, а из-за коронавируса большинство студентов вынуждены учиться дистанционно. Ускорит ли пандемия диджитализацию университетов или говорить о начале цифровой эпохи в образовании преждевременно?

https://knife.media/era-of-online-education/",0.27,https://knife.media/era-of-online-education/,2020,2020-11,2020-11-09,"['образование', 'технологии']"
319830,1604936527,122,0,11,14549,"О каждой работе есть информация: например, можно узнать, рассказывал ли о ней Ван Гог в письмах (и прочитать их).

https://knife.media/van-gogh-worldwide/",0.84,https://knife.media/van-gogh-worldwide/,2020,2020-11,2020-11-09,"['находка', 'искусство', 'история', 'люди', 'музей']"
319822,1604933102,122,11,3,14935,"Ученые обнаружили, что в Австралии не один, а сразу три вида большого летающего поссума. Мир стал немного лучше после этого открытия.

https://knife.media/new-glider-species/",0.82,https://knife.media/new-glider-species/,2020,2020-11,2020-11-09,"['животные', 'мир']"
319816,1604931004,86,0,8,20465,"Русские писатели-сентименталисты следовали идеям европейских коллег: говорили о благородстве естественной жизни, границах дружбы и раскрывали свой внутренний мир. Рассказываем о забытых авторах XVIII века и о том, чем они интересны для нас.

https://knife.media/sentimentalism/",0.42,https://knife.media/sentimentalism/,2020,2020-11,2020-11-09,['литература']
319815,1604928602,31,0,2,12612,"Не бойтесь, что чего-нибудь не поймете в этом произведении. Не понимать — это нормально.

https://knife.media/antiravinagar-book/",0.25,https://knife.media/antiravinagar-book/,2020,2020-11,2020-11-09,"['книги', 'литература', 'люди', 'россия']"
319808,1604926863,121,14,5,14319,"А еще больше не будут штрафовать за попытку самоубийства.

https://knife.media/uae-law/",0.85,https://knife.media/uae-law/,2020,2020-11,2020-11-09,"['законы', 'люди', 'общество']"
319800,1604925002,63,6,3,14131,"На фестивале покажут 34 фильма со всего мира: игровые, документальные, анимационные и короткометражные.

https://knife.media/bok-o-bok-fest/",0.45,https://knife.media/bok-o-bok-fest/,2020,2020-11,2020-11-09,"['кино', 'ЛГБТ', 'события']"
319796,1604923803,105,22,9,29613,"Вы наверняка боитесь стать донором костного мозга, потому что верите в мифы, связанные с этой процедурой, вроде прокалывания позвоночника и адской боли. На самом деле доноры испытают лишь легкий дискомфорт, сдавая кровь, и ценой минимальных усилий спасают жизни других людей. Так делают уже тысячи россиян — мы поговорили с четырьмя из них.

https://knife.media/donor-stories/",0.35,https://knife.media/donor-stories/,2020,2020-11,2020-11-09,"['люди', 'благотворительность', 'добро', 'здоровье', 'россия']"
319795,1604919602,100,0,13,20527,"На примерах распространенных ситуаций разбираем, как устанавливать собственные границы и говорить людям «нет».

https://knife.media/comfortable-life/

#партнерскийматериал",0.49,https://knife.media/comfortable-life/,2020,2020-11,2020-11-09,"['партнерский материал', 'психология', 'общение']"
319783,1604909403,189,1,25,31398,"Почему фигуры речи нужно выбирать с осторожностью, что объединяет моральную и физическую чистоту и почему время — деньги? Отвечаем на эти и другие вопросы, используя метафоры.

https://knife.media/watch-your-mouth/",0.6,https://knife.media/watch-your-mouth/,2020,2020-11,2020-11-09,"['языки', 'общение', 'психология']"
319763,1604854445,240,1,35,22176,"Британская библиотека выложила в открытый доступ 18 000 карт, пейзажей, атласов, архитектурных чертежей и акварелей из коллекции короля Георга III.

https://knife.media/maps-collection/",1.08,https://knife.media/maps-collection/,2020,2020-11,2020-11-08,"['история', 'находка']"
319717,1604837403,174,42,13,45216,"В Древней Греции мужчины-воспитатели для соблазнения дарили воспитанникам животных — эти подарки ассоциировались с охотой и наделялись метафорическим смыслом. О каких презентах нам известно благодаря вазописи, рассказывает историк Сергей Зотов.

https://knife.media/tiergeschenke/",0.38,https://knife.media/tiergeschenke/,2020,2020-11,2020-11-08,"['мужчины', 'история', 'отношения']"
319713,1604833802,109,1,9,30127,"В дебютных произведениях Метерлинка все герои ждут смерти, но ничего не могут поделать, когда старуха с косой появляется на пороге. Зачем драматург создавал новый «мертвый» театр, объясняет филолог Петер Сонди.

https://knife.media/maeterlinck/",0.36,https://knife.media/maeterlinck/,2020,2020-11,2020-11-08,"['литература', 'смерть', 'театр']"
319687,1604823002,217,13,26,40812,"Юродство — вид социального протеста, который кажется похожим на акционизм. Но если художнику достаточно быть безумным, юродивому полагается быть еще и святым!

https://knife.media/holy-fools/",0.53,https://knife.media/holy-fools/,2020,2020-11,2020-11-08,"['история', 'общество', 'религия', 'россия']"
319627,1604761803,75,16,6,35130,"Алкотестеры можно обмануть, а вот походка выдаст вас с потрохами: даже незначительные изменения в движениях человека выдают присутствие алкоголя в крови. Американские ученые взяли на вооружение этот факт и разработали систему, позволяющую определить степень опьянения с помощью обычного смартфона.

https://knife.media/smartphone-as-alcodetector/",0.21,https://knife.media/smartphone-as-alcodetector/,2020,2020-11,2020-11-07,"['алкоголь', 'технологии']"
319586,1604751003,78,71,10,18052,"Жизнь молодого государства после Февральской революции была недолгой: чуть более чем через полгода власть захватили большевики. Почему Ленин объявил о победе коммунистов задолго до восстания, а жители Петрограда и вовсе не заметили смену власти?

https://knife.media/october-revolution/",0.43,https://knife.media/october-revolution/,2020,2020-11,2020-11-07,"['история', 'города', 'политика', 'россия']"
319578,1604748303,447,38,31,35582,"Вещество, содержащееся в галлюциногенных грибах, помогло достичь ремиссии более чем половине добровольцев, участвовавших в исследовании.

https://knife.media/psilocybin-assisted-therapy/",1.26,https://knife.media/psilocybin-assisted-therapy/,2020,2020-11,2020-11-07,"['здоровье', 'исследование', 'наркотики']"
319544,1604736602,800,15,96,67938,"Радость от мороженого длится пару мгновений, от счастливого брака — пару лет. Зачем нам иммунитет от удовольствия и как его «взломать»?

https://knife.media/hedonic-adaptation/",1.18,https://knife.media/hedonic-adaptation/,2020,2020-11,2020-11-07,"['мозг', 'наука', 'саморазвитие']"
319424,1604676602,85,32,3,16197,"Тогда у человечества появятся хоть какие-то шансы достичь цели Парижского соглашения.

https://knife.media/less-meat/",0.52,https://knife.media/less-meat/,2020,2020-11,2020-11-06,"['еда', 'исследование', 'экология']"
319419,1604675403,48,15,4,34995,"Евгений «Маэстро» Дмитерко — артист милостью божьей, моральная бомба, причудливый цветок, проросший на навозных полях русского треш-стримерства. Павел Коркин с риском для жизни добрался до Маэстро и сделал эпическое интервью с ним и с его мамой.

https://knife.media/maestro-ryba/",0.14,https://knife.media/maestro-ryba/,2020,2020-11,2020-11-06,"['интервью', 'видео', 'россия']"
319406,1604671803,247,16,29,46352,"Сексуальное воспитание в современном мире — это разговор об уважении, границах и личной свободе. Почему же в школах оно до сих пор сводится к лекциям о том, откуда берутся дети и сифилис?

https://knife.media/school-sex-education/",0.53,https://knife.media/school-sex-education/,2020,2020-11,2020-11-06,"['образование', 'секс']"
319395,1604670363,179,2,17,13083,"«Жизнь коротка. И надо уметь. Надо уметь уходить с плохого фильма. Бросать плохую книгу. Уходить от плохого человека. Их много. Дела не идущие бросать. Даже от посредственности уходить. Их много. Время дороже. Лучше поспать. Лучше поесть. Лучше посмотреть на огонь, на ребенка, на женщину, на воду».

https://knife.media/zhvanetsky-rip/",1.37,https://knife.media/zhvanetsky-rip/,2020,2020-11,2020-11-06,"['литература', 'люди', 'россия']"
319368,1604665263,36,2,2,13450,"Суть подхода в снижении опухолевой нагрузки перед трансплантацией костного мозга.

https://knife.media/cancer-therapy-study/",0.27,https://knife.media/cancer-therapy-study/,2020,2020-11,2020-11-06,"['медицина', 'здоровье', 'наука', 'россия']"
319366,1604664602,106,83,13,29801,"Вам кажется, что в полиамории самое сложное — делить с чужими людьми любимого партнера? Это вы еще не пробовали делить с ними свои деньги! Как полиаморы решают финансовые вопросы и что такое эмоциональный капитализм, рассказывает Лиза Мороз.

https://knife.media/amour-economics/",0.36,https://knife.media/amour-economics/,2020,2020-11,2020-11-06,"['деньги', 'отношения']"
319331,1604658545,112,7,0,13124,"Благотворительная организация «Ночлежка» открыла в Петербурге «Неравнодуш» — душевой пункт, где любой человек может бесплатно помыться и постирать вещи. 

https://knife.media/free-shower/",0.85,https://knife.media/free-shower/,2020,2020-11,2020-11-06,"['общество', 'благотворительность', 'россия']"
319292,1604650203,215,9,13,38530,"Максим Горький в детстве ненавидел книги, в юности пытался уйти из жизни, а его смерть стала логичным продолжением его образа жизни: почитайте о последних днях великого писателя.

https://knife.media/gorky-death/",0.56,https://knife.media/gorky-death/,2020,2020-11,2020-11-06,"['книги', 'литература', 'люди', 'россия', 'смерть']"
